"Country","Store","Store Code","Brand","Category","Range","Size","Packaging","Reference","Link","Price","Currency","Week Code","Week Label","Week Start"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","250ML","BV","Extra Virgin Olive Oil Bio","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-250ml-luomu-6191509903030","5.85","EUR","S2025-53","Sem du 28-12-2025 au 03-01-2026","2025-12-28"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","9.75","EUR","S2025-14","Sem du 30-03-2025 au 05-04-2025","2025-03-30"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","9.75","EUR","S2025-15","Sem du 06-04-2025 au 12-04-2025","2025-04-06"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","9.75","EUR","S2025-16","Sem du 13-04-2025 au 19-04-2025","2025-04-13"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","9.75","EUR","S2025-17","Sem du 20-04-2025 au 26-04-2025","2025-04-20"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","9.75","EUR","S2025-18","Sem du 27-04-2025 au 03-05-2025","2025-04-27"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","9.75","EUR","S2025-19","Sem du 04-05-2025 au 10-05-2025","2025-05-04"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-20","Sem du 11-05-2025 au 17-05-2025","2025-05-11"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","0","EUR","S2025-21","Sem du 18-05-2025 au 24-05-2025","2025-05-18"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-22","Sem du 25-05-2025 au 31-05-2025","2025-05-25"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-23","Sem du 01-06-2025 au 07-06-2025","2025-06-01"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","6.99","EUR","S2025-24","Sem du 08-06-2025 au 14-06-2025","2025-06-08"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","6.99","EUR","S2025-25","Sem du 15-06-2025 au 21-06-2025","2025-06-15"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","0","EUR","S2025-26","Sem du 22-06-2025 au 28-06-2025","2025-06-22"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-27","Sem du 29-06-2025 au 05-07-2025","2025-06-29"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","0","EUR","S2025-28","Sem du 06-07-2025 au 12-07-2025","2025-07-06"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-29","Sem du 13-07-2025 au 19-07-2025","2025-07-13"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-30","Sem du 20-07-2025 au 26-07-2025","2025-07-20"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-31","Sem du 27-07-2025 au 02-08-2025","2025-07-27"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-32","Sem du 03-08-2025 au 09-08-2025","2025-08-03"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-33","Sem du 10-08-2025 au 16-08-2025","2025-08-10"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-34","Sem du 17-08-2025 au 23-08-2025","2025-08-17"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-35","Sem du 24-08-2025 au 30-08-2025","2025-08-24"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-36","Sem du 31-08-2025 au 06-09-2025","2025-08-31"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-37","Sem du 07-09-2025 au 13-09-2025","2025-09-07"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","6.99","EUR","S2025-38","Sem du 14-09-2025 au 20-09-2025","2025-09-14"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","6.99","EUR","S2025-39","Sem du 21-09-2025 au 27-09-2025","2025-09-21"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-40","Sem du 28-09-2025 au 04-10-2025","2025-09-28"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-41","Sem du 05-10-2025 au 11-10-2025","2025-10-05"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-42","Sem du 12-10-2025 au 18-10-2025","2025-10-12"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-43","Sem du 19-10-2025 au 25-10-2025","2025-10-19"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-44","Sem du 26-10-2025 au 01-11-2025","2025-10-26"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-06","Sem du 01-02-2026 au 07-02-2026","2026-02-01"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-10","Sem du 01-03-2026 au 07-03-2026","2026-03-01"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-49","Sem du 30-11-2025 au 06-12-2025","2025-11-30"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-45","Sem du 02-11-2025 au 08-11-2025","2025-11-02"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-02","Sem du 04-01-2026 au 10-01-2026","2026-01-04"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-50","Sem du 07-12-2025 au 13-12-2025","2025-12-07"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","5.99","EUR","S2026-11","Sem du 08-03-2026 au 14-03-2026","2026-03-08"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-46","Sem du 09-11-2025 au 15-11-2025","2025-11-09"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-07","Sem du 08-02-2026 au 14-02-2026","2026-02-08"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-03","Sem du 11-01-2026 au 17-01-2026","2026-01-11"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-51","Sem du 14-12-2025 au 20-12-2025","2025-12-14"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","5.99","EUR","S2026-12","Sem du 15-03-2026 au 21-03-2026","2026-03-15"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-08","Sem du 15-02-2026 au 21-02-2026","2026-02-15"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-04","Sem du 18-01-2026 au 24-01-2026","2026-01-18"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-47","Sem du 16-11-2025 au 22-11-2025","2025-11-16"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-09","Sem du 22-02-2026 au 28-02-2026","2026-02-22"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","5.99","EUR","S2026-13","Sem du 22-03-2026 au 28-03-2026","2026-03-22"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-48","Sem du 23-11-2025 au 29-11-2025","2025-11-23"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.95","EUR","S2026-05","Sem du 25-01-2026 au 31-01-2026","2026-01-25"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-52","Sem du 21-12-2025 au 27-12-2025","2025-12-21"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","7.55","EUR","S2026-14","Sem du 29-03-2026 au 04-04-2026","2026-03-29"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","Standard","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evvo-500ml-6191509900688","8.99","EUR","S2025-53","Sem du 28-12-2025 au 03-01-2026","2025-12-28"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","11.15","EUR","S2025-14","Sem du 30-03-2025 au 05-04-2025","2025-03-30"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","11.15","EUR","S2025-15","Sem du 06-04-2025 au 12-04-2025","2025-04-06"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","0","EUR","S2025-16","Sem du 13-04-2025 au 19-04-2025","2025-04-13"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","11.15","EUR","S2025-17","Sem du 20-04-2025 au 26-04-2025","2025-04-20"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","11.15","EUR","S2025-18","Sem du 27-04-2025 au 03-05-2025","2025-04-27"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","11.15","EUR","S2025-19","Sem du 04-05-2025 au 10-05-2025","2025-05-04"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","11.15","EUR","S2025-20","Sem du 11-05-2025 au 17-05-2025","2025-05-11"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","0","EUR","S2025-21","Sem du 18-05-2025 au 24-05-2025","2025-05-18"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-22","Sem du 25-05-2025 au 31-05-2025","2025-05-25"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","0","EUR","S2025-23","Sem du 01-06-2025 au 07-06-2025","2025-06-01"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-24","Sem du 08-06-2025 au 14-06-2025","2025-06-08"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-25","Sem du 15-06-2025 au 21-06-2025","2025-06-15"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","0","EUR","S2025-26","Sem du 22-06-2025 au 28-06-2025","2025-06-22"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-27","Sem du 29-06-2025 au 05-07-2025","2025-06-29"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","0","EUR","S2025-28","Sem du 06-07-2025 au 12-07-2025","2025-07-06"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-29","Sem du 13-07-2025 au 19-07-2025","2025-07-13"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-30","Sem du 20-07-2025 au 26-07-2025","2025-07-20"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-31","Sem du 27-07-2025 au 02-08-2025","2025-07-27"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-32","Sem du 03-08-2025 au 09-08-2025","2025-08-03"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-33","Sem du 10-08-2025 au 16-08-2025","2025-08-10"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","5.275","EUR","S2025-34","Sem du 17-08-2025 au 23-08-2025","2025-08-17"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-35","Sem du 24-08-2025 au 30-08-2025","2025-08-24"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-36","Sem du 31-08-2025 au 06-09-2025","2025-08-31"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-37","Sem du 07-09-2025 au 13-09-2025","2025-09-07"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-38","Sem du 14-09-2025 au 20-09-2025","2025-09-14"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-39","Sem du 21-09-2025 au 27-09-2025","2025-09-21"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-40","Sem du 28-09-2025 au 04-10-2025","2025-09-28"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-41","Sem du 05-10-2025 au 11-10-2025","2025-10-05"
"Finland","Kesko","x","Terra Delyssa","Extra Virgin","BIO","500ML","BV","Extra Virgin Olive Oil","https://www.k-ruoka.fi/kauppa/tuote/terra-delyssa-evoo-500ml-luomu-6191509900862","10.55","EUR","S2025-42","Sem du 12-10-2025 au 18-10-2025","2025-10-12"
